x_Spectral entropy,x_Spectral kurtosis,x_Spectral skewness,x_Wavelet entropy,y_Spectral entropy,y_Spectral kurtosis,y_Spectral skewness,y_Wavelet entropy,z_Spectral entropy,z_Spectral kurtosis,z_Spectral skewness,z_Wavelet entropy
0.2938753938971691,4.809485992648489,1.340818523985948,2.0717681753673376,0.223254035514735,5.387501189550405,1.4428947451296312,2.004891202600856,0.2378748703746109,2.2312710190047635,0.4914008412050404,1.9417954417377965
0.2420258121111274,5.414473091212195,1.570296715069512,2.0701674239383285,0.1871783074463174,5.696943053112983,1.5527775653470537,2.010531226082733,0.1732465204382263,2.046782911314278,0.4261613801133627,1.9325750909653503
0.2513483304848997,5.164577548421044,1.553666770691075,2.067256675143163,0.2253000659621755,5.642739405241255,1.6372951222225502,2.005223708550414,0.2249505504418647,2.0861775989031104,0.5444065596692412,1.929317448202232
0.2478700024752203,4.851270949175902,1.5088182077756616,2.0651774581437583,0.2257222987846263,5.73462251574048,1.6998591446512743,2.001506493978135,0.2285396385575304,2.082585940521641,0.5613026634721737,1.9236648371707727
0.2487214094239537,5.6788677679175015,1.6957025727009314,2.0603769520991078,0.2281622617312659,6.09051282298244,1.7680860000095338,1.9980128581226944,0.2245200706216555,2.033732481910747,0.5180362231925809,1.9191243314542543
0.2357086496800762,5.0894506488445534,1.6043864279001137,2.0597876053305195,0.2253074114279955,6.097728341037196,1.8314472816599487,1.9998561943122075,0.205716534582795,2.105946315424115,0.5783386791123348,1.9129834971101063
0.2349913821595058,4.811756139103366,1.5435700411759763,2.058773305982334,0.2249779102190938,6.088525770982606,1.834465845543252,1.9985868048495228,0.2086792001588064,2.1585751645380613,0.6035555529227851,1.9122887207457329
0.2327333904560105,5.049766083012995,1.5971467092758374,2.0639859795328857,0.223426321439251,5.66306257888309,1.7546448684630052,1.9995737646322849,0.2034426108938089,2.1044204573843404,0.5778209792983018,1.912892334284488
0.2459034750440025,5.282346325033244,1.654985691219696,2.070835387005485,0.2327093178223216,6.215745907922493,1.8685524121173256,2.004083929452906,0.2135402088614175,2.177821650114084,0.6237105362727071,1.916906557157176
0.2743269266814019,6.056096297626143,1.80718823697262,2.076963136567548,0.2529923124937945,6.157654694535838,1.808260991136128,2.007122451136308,0.2286316569695273,2.164500940721368,0.599941369492648,1.924468996063151
0.254460422253555,5.597436294302432,1.7382159704203155,2.084060462942768,0.2401454529034128,6.159217057158632,1.845668650096576,2.013819806803997,0.2155344237552505,2.1942689740715635,0.6356266960247278,1.925274476303628
0.2430321583768156,5.042985889706536,1.6007176710535898,2.086110613005843,0.2340512479583858,5.534183281457283,1.6867268630099133,2.0210579894908878,0.2152631286992442,2.1504221766039264,0.5739615558038269,1.9294696911434888
0.2389815944772837,5.1937614506979655,1.6211319754788365,2.088603535603079,0.2204062023892669,5.4513963368682585,1.648863274915498,2.025108335895456,0.1957195910320948,2.11701520816045,0.5308958493328593,1.9337438322888632
0.2427111215685909,5.490232637428957,1.6954575819896918,2.0907875604816426,0.2147402186092038,5.787986365120166,1.712189139513403,2.0266166334161584,0.1853256083976228,2.195378066413184,0.5505467384014703,1.9368411577322424
0.249071831584638,5.420057408578289,1.636126027489187,2.0915077647597,0.2097161160741783,5.439332127125053,1.58996600243363,2.028735985073223,0.1824895772772024,2.233724811081674,0.49833190084052,1.9432839488149565
0.2690917794812769,5.280795424845004,1.686537272324918,1.9877650477268949,0.2793103546367177,4.06937765693992,1.3704720125959504,1.9729637046018167,0.6032707098633545,1.9849028137234148,0.3670377751596697,2.105332317693403
0.2640159239242412,5.396302390730442,1.7199702352524482,1.9857622012980547,0.2781436357182072,4.380163326507915,1.441012397391496,1.9733518344689385,0.5971623914418122,2.006595820303643,0.3636430329215692,2.105329854489747
0.2664692071732588,5.589775238419474,1.771252167265369,1.981391545427993,0.2745116862712631,4.529104992969869,1.4739235665475423,1.971482927638892,0.6000779621125503,2.0192230715436663,0.3645866388840157,2.10961055722541
0.2632742014986655,5.678311032517183,1.7924515657280706,1.9803117771307357,0.2745013811264262,4.456495585601353,1.4609213063675814,1.968869665388874,0.5937778667193637,2.0017636399284378,0.356237991874607,2.113160294534389
0.265166596459077,5.730526095731591,1.7991052365402418,1.978864964867496,0.274572191346423,4.322415864437916,1.4231954606980324,1.9686369463335427,0.6110716212176498,1.996995854577533,0.3523576743850101,2.118593042857757
0.2580090817513515,6.2432933330681095,1.9344117849075972,1.9765866875852045,0.2671858742408184,4.477405232004396,1.458764862232631,1.9662397701251164,0.5994083225026388,2.029174851231605,0.3695460488401051,2.1206671420164787
0.2603398027579058,6.071840562998146,1.8912716493654107,1.9759144378176183,0.2679335671459358,4.490212191216637,1.4594460111915175,1.9685466204331183,0.6178709587936404,2.0696714205364173,0.3941832287873487,2.124772834452985
0.2591819097460101,5.928146980144528,1.854125874713084,1.9773499923907596,0.2680773257762758,4.635868671997369,1.4747270527798777,1.9683729866652,0.6087033778275993,2.084412979710403,0.3966460785922538,2.122788100174954
0.2584469694953985,6.389860314084669,1.942817524729238,1.9778586152329891,0.2667308333029961,4.625418141700278,1.4610682858264934,1.9677460708669203,0.6071436511353712,2.0974204508223777,0.404959944677033,2.123955903076191
0.2607243865526171,6.420311606797643,1.9235483856772568,1.9792950457554617,0.2668648484570495,4.6834510883443,1.470908885618183,1.968867473500252,0.613402020340998,2.097603502936674,0.4097593001877406,2.120831840423892
0.2611614708578092,6.397817805731835,1.9382134735296732,1.9815460439336732,0.2677740161881846,4.983925185222834,1.5534158088252368,1.9699048921243745,0.6050757566205376,2.059297607044975,0.3775591734971508,2.1190356271369213
0.2620597907508783,5.934700193305695,1.830151244661203,1.982394513394982,0.2729963036823574,4.997103166080669,1.5422649510367945,1.9717973842155665,0.6186323227657518,2.119387054063916,0.4256923397523232,2.118890704772605
0.2645925853358951,6.005067177416052,1.8489519804203156,1.9806896333541824,0.2719200204225953,5.165674783143063,1.5886257940392647,1.970514337410589,0.6031237972609911,2.0558987436808973,0.3846219592791324,2.116034389923554
0.2626998791307549,5.963407361361571,1.831875966199288,1.9807060109293029,0.2718478990644045,5.200795519056657,1.5928278624442196,1.9691331938683083,0.6040929082344083,2.058499724439929,0.3928308935524955,2.114501326262892
0.2644845311590474,6.031160038323981,1.841403703603635,1.9794149217592183,0.2731665293260032,5.024534238474546,1.545887191245706,1.9703264786118648,0.6091046455302374,2.061712884836925,0.3913011214637069,2.1211302055329364
